,Library,Q_id_set,Support,Pattern_esp,URL_1,URL_2,URL_3,URL_4,URL_5,Amin_label,Description,index,Label,Freq.,Percentage
177,Tensorflow,"{63860741, 67399687, 57712653, 61063190, 60319768, 61992985, 51204138, 58751019, 56477744, 53057591, 57002050, 57337931, 55261260, 59920461, 55205966, 61526096, 57673826, 60637290, 63230059, 54442106, 46516353, 52953219, 50430086, 59693201, 42678439, 54861998, 43681969, 64217275, 60711103, 58513607, 53299410, 43819224, 61933792, 60543207, 51554543, 62294271, 49115391, 52666624, 45873424, 66070805, 51779862, 62013721, 67782942, 43942185, 43700528, 62898484, 60535095, 43682108, 51042626, 52828484, 46491974, 59584838, 59029836, 49975629, 61172051, 50839892, 49781077, 50334054, 45275507, 55521652, 52189567, 45920640, 55912838, 60395932, 45461927, 55200171, 58395061, 52144575, 60920262, 57334227, 44712420, 53639660, 56326649, 53479930, 64602619, 47266305, 51012098, 50260495, 59732495, 64533007, 62679567, 59042324, 62761496, 69069336, 59757089, 46832162, 59673125, 57537065, 49007149, 63736368, 61569587, 48568886, 62472764, 62145084, 52761157, 44993098, 54303308, 51456594, 67342936, 50518622, 50977379, 51528295, 49468010, 61774445, 54934138, 54278779, 55460484, 63070852, 57696905, 61991563, 54665872, 61092497, 57379475, 44685975, 57875101, 53279390, 49808042, 59681453, 46230191, 62376660, 45726421, 54084313, 61463273, 49093362, 57780983, 56271619, 48290565, 55833353, 51223320, 45935386, 52337439, 64701223, 49892136, 60906283, 62311222, 51311420, 44202825, 57133906, 56591186, 44184443, 60029821, 44024712, 55389064, 53812109, 49757077, 43766679, 51471264, 43944871, 55071668, 56681399, 51848122, 46869446, 60005319, 56523728, 49081299, 54066132, 43721690, 63060959, 45693922, 51268579, 46146535, 60873706, 61086705, 50361361, 55139349, 50586649, 60972058, 59114521, 54277150, 59761699, 63464487, 49816616, 60738612, 61584446, 58829887, 65072191, 59475010, 56093768, 44287059, 55120984, 60871774, 48600160, 62295138, 62217314, 62483557, 49591397, 59501673, 68811890, 56370294, 52124792, 51121273, 55770234, 62745723, 53462143, 63376512, 61332608, 61013120, 62700675, 52604040, 49093774, 50476182, 46621847, 45735071, 49446047, 54508708, 63708332, 60277945, 60904644, 53923014, 50554074, 45716700, 50283741, 59919582, 60181731, 45341924, 74263780, 59847919, 57816305, 52544754, 59593972, 45733111, 44289277, 46779659, 66506000, 55864599, 48483612, 48135452, 49503518, 60044577, 52229410, 62428455, 56415547, 61214015, 59995456, 59372863, 55549257, 52356431, 48151888, 48479571, 60937557, 62102870, 56032597, 44739928, 58582373, 53269883, 48428415, 55229836, 44453264, 51449236, 49182106, 47660443, 54916508, 55313828, 53562793, 43814315, 49542577, 61926834, 68320692, 61308343, 44496325, 45393352, 48885193, 51307978, 44973518, 53620181, 49726936, 51912155, 54566365, 62991842, 49604073, 50648558, 45008373, 50882040, 62979577, 47652345, 57042429, 56237566, 60694015, 60917250, 61867526, 52059663, 47003151, 67786255, 50738706, 64296467, 53028372, 47255063, 44369434, 60597787, 47943207, 45964839, 58244683, 54259288, 49073754, 61007457, 49040998, 55869031, 56311402, 44365418, 57443955, 44863095, 59543160, 45090440, 61603465, 45864593, 49784472, 56667802, 50251435, 63063727, 47357618, 74585808, 57841364, 62725844, 44058327, 61849305, 60884699, 55672542, 61169380, 64194283, 61710061, 61071085, 55564014, 65048304, 56200950, 52412165, 56002315, 73301772, 60358413, 63473428, 60946205, 60182306, 60399413, 59426629, 48553812, 54064982, 60983141, 48246631, 44736360, 54749065, 55740298, 61648779, 50542476, 69244810, 53950354, 56410003, 45897627, 47361956, 62308262, 53596076, 53112751, 50257840, 54704052, 43634616, 47982521, 48934848, 63025100, 61640660, 45486046, 62482404, 48984042, 48480238, 44212207, 52359157}",808,"(('pywrap_tensorflow_internal', 'swig_import_helper'),)",https://stackoverflow.com/questions/64602619,https://stackoverflow.com/questions/55549257,https://stackoverflow.com/questions/61214015,https://stackoverflow.com/questions/63736368,https://stackoverflow.com/questions/44212207,external module execution,,1,external module execution,85,7.31%
2,Tensorflow,"{63613281, 64661665, 66002011, 70999118, 63731349, 63194006, 72774230, 64516475}",8,"(('training', '_method_wrapper'), ('training', 'predict'), ('def_function', '__call__'), ('def_function', '_call'))",https://stackoverflow.com/questions/66002011,https://stackoverflow.com/questions/70999118,https://stackoverflow.com/questions/72774230,https://stackoverflow.com/questions/64661665,https://stackoverflow.com/questions/63194006,method wrapper,,2,method wrapper,59,5.07%
41,Tensorflow,"{63860741, 67399687, 57712653, 61063190, 60319768, 61992985, 51204138, 58751019, 56477744, 57002050, 57337931, 55261260, 59920461, 55205966, 61526096, 57673826, 60637290, 63230059, 54442106, 46516353, 52953219, 50430086, 59693201, 42678439, 54861998, 43681969, 64217275, 60711103, 58513607, 53299410, 43819224, 61933792, 60543207, 51554543, 62294271, 49115391, 52666624, 45873424, 66070805, 62013721, 67782942, 43942185, 43700528, 62898484, 60535095, 43682108, 51042626, 52828484, 46491974, 59584838, 59029836, 49975629, 61172051, 50839892, 49781077, 50334054, 45275507, 55521652, 52189567, 45920640, 55912838, 60395932, 45461927, 55200171, 58395061, 52144575, 60920262, 57334227, 44712420, 53639660, 56326649, 53479930, 64602619, 47266305, 51012098, 50260495, 59732495, 64533007, 62679567, 59042324, 62761496, 69069336, 59757089, 46832162, 59673125, 57537065, 49007149, 63736368, 61569587, 48568886, 62472764, 62145084, 52761157, 44993098, 54303308, 51456594, 67342936, 50518622, 50977379, 51528295, 49468010, 61774445, 54934138, 55460484, 63070852, 57696905, 61991563, 54665872, 61092497, 44685975, 57875101, 53279390, 49808042, 59681453, 46230191, 62376660, 45726421, 54084313, 61463273, 49093362, 57780983, 56271619, 48290565, 55833353, 51223320, 45935386, 52337439, 64701223, 60906283, 62311222, 51311420, 44202825, 57133906, 56591186, 44184443, 60029821, 44024712, 55389064, 53812109, 49757077, 43766679, 51471264, 43944871, 55071668, 56681399, 51848122, 46869446, 60005319, 56523728, 49081299, 54066132, 43721690, 45693922, 46146535, 60873706, 61086705, 50361361, 55139349, 50586649, 60972058, 59114521, 59761699, 63464487, 49816616, 60738612, 61584446, 58829887, 65072191, 59475010, 56093768, 44287059, 55120984, 60871774, 48600160, 62295138, 62217314, 62483557, 49591397, 59501673, 68811890, 56370294, 52124792, 51121273, 55770234, 62745723, 53462143, 63376512, 61332608, 61013120, 62700675, 52604040, 49093774, 50476182, 46621847, 45735071, 49446047, 54508708, 63708332, 60277945, 60904644, 53923014, 50554074, 45716700, 50283741, 59919582, 60181731, 45341924, 74263780, 59847919, 57816305, 52544754, 59593972, 45733111, 44289277, 46779659, 66506000, 55864599, 48483612, 48135452, 49503518, 60044577, 52229410, 62428455, 56415547, 61214015, 59995456, 59372863, 55549257, 52356431, 48151888, 48479571, 60937557, 62102870, 56032597, 44739928, 58582373, 53269883, 48428415, 55229836, 44453264, 51449236, 49182106, 47660443, 54916508, 55313828, 53562793, 43814315, 49542577, 61926834, 68320692, 61308343, 44496325, 45393352, 48885193, 51307978, 44973518, 53620181, 49726936, 51912155, 54566365, 62991842, 49604073, 50648558, 45008373, 62979577, 47652345, 57042429, 56237566, 60694015, 60917250, 61867526, 52059663, 47003151, 67786255, 50738706, 64296467, 53028372, 47255063, 44369434, 60597787, 47943207, 45964839, 58244683, 54259288, 49073754, 61007457, 49040998, 55869031, 56311402, 44365418, 57443955, 44863095, 59543160, 45090440, 61603465, 45864593, 49784472, 56667802, 50251435, 63063727, 47357618, 74585808, 57841364, 62725844, 44058327, 61849305, 60884699, 55672542, 61169380, 64194283, 61710061, 61071085, 55564014, 65048304, 56200950, 52412165, 56002315, 73301772, 60358413, 63473428, 60946205, 60182306, 60399413, 59426629, 48553812, 54064982, 60983141, 48246631, 44736360, 54749065, 55740298, 61648779, 50542476, 69244810, 53950354, 56410003, 45897627, 47361956, 62308262, 53596076, 50257840, 54704052, 43634616, 47982521, 48934848, 63025100, 61640660, 62482404, 48984042, 48480238, 44212207, 52359157}",642,"(('pywrap_tensorflow_internal', 'module'), ('pywrap_tensorflow_internal', 'swig_import_helper'))",https://stackoverflow.com/questions/51012098,https://stackoverflow.com/questions/58582373,https://stackoverflow.com/questions/62102870,https://stackoverflow.com/questions/48568886,https://stackoverflow.com/questions/50554074,external module execution,,3,python basic syntax,130,11.18%
4,Tensorflow,"{58817026, 61812227, 71246340, 61564421, 59707400, 73033742, 59042324, 61063190, 60319768, 60597787, 59757089, 59673125, 64770600, 58401327, 63736368, 59109436, 61584446, 58829887, 70120519, 67342936, 69160027, 60871774, 61007457, 62295138, 59501673, 58184299, 61774445, 60582012, 61332608, 61013120, 61603465, 60146825, 59693201, 60168863, 59681453, 60277945, 60711103, 58366169, 60884699, 59919582, 61169380, 63649509, 61463273, 64194283, 61071085, 64339181, 59847919, 59593972, 62837497, 61135117, 62013721, 60719902, 60044577, 60182306, 62428455, 60399413, 61214015, 59995456, 58511167, 59372863, 60448067, 59029836, 61172051, 66295635, 60937557, 60141916, 70668130, 60983141, 60029821, 61404032, 65155458, 61648779, 60075919, 61121937, 60395932, 62308262, 69021094, 60801454, 61308343, 60681148, 69627333, 60005319, 61640660, 67423189, 61086705, 57275893, 66875901, 60694015}",140,"(('__init__', '_load'), ('__init__', 'import_module'))",https://stackoverflow.com/questions/70120519,https://stackoverflow.com/questions/58511167,https://stackoverflow.com/questions/61007457,https://stackoverflow.com/questions/62013721,https://stackoverflow.com/questions/61071085,python basic syntax,,4,subprocess invocation,87,7.48%
5,Tensorflow,"{61332608, 61013120, 58817026, 61812227, 66875901, 61564421, 59707400, 60146825, 73033742, 60075919, 61121937, 59693201, 59042324, 61063190, 60319768, 62013721, 60597787, 60395932, 60719902, 59757089, 60182306, 59673125, 62428455, 64770600, 59681453, 58401327, 63736368, 60399413, 61308343, 60277945, 60681148, 61584446, 60711103, 59995456, 61214015, 58511167, 59372863, 58829887, 70120519, 61172051, 67342936, 58366169, 60884699, 69160027, 59919582, 60871774, 61007457, 62295138, 61169380, 60983141, 59501673, 61463273, 58184299, 64194283, 61774445, 61071085, 59847919, 61086705, 59593972, 57275893, 60582012, 60029821}",70,"(('__init__', 'module'), ('__init__', '__getattr__'), ('__init__', '_load'), ('__init__', 'import_module'))",https://stackoverflow.com/questions/60075919,https://stackoverflow.com/questions/60277945,https://stackoverflow.com/questions/60582012,https://stackoverflow.com/questions/60983141,https://stackoverflow.com/questions/59693201,external module execution,,5,model training / learning,163,14.02%
6,Tensorflow,"{45399041, 34001922, 71843330, 46054918, 72129543, 62488073, 61286412, 61077516, 70230029, 49370642, 58113043, 76409362, 56215065, 72941082, 49701918, 43990046, 75043873, 62425127, 46118952, 49864234, 60014636, 43631662, 49844272, 77150257, 75991601, 70448690, 42223668, 71628853, 58278454, 51822134, 43358264, 76042296, 72354873, 72122939, 65072191, 51424835, 73048646, 62727751, 64875082, 77541451, 64059981, 59879508, 51611221, 74380886, 73747034, 62295138, 49777762, 61815908, 51674213, 71568484, 72814184, 60892777, 71151210, 47834733, 57592430, 49357424, 52376692, 53082740, 75913855, 52551296, 61316741, 53565065, 47644306, 55945364, 44122261, 58940568, 72232090, 75930267, 74978459, 63318685, 57036446, 62986399, 72091809, 71335585, 74344100, 72545450, 74092204, 59681453, 72115887, 73275569, 65018547, 47678647, 74074298, 74313916, 49476287, 51374273, 76346563, 53584580, 60934854, 57127626, 59427019, 70554319, 55883985, 49016530, 56015575, 73840343, 41990876, 45227229, 44435677, 50369758, 77411040, 74289376, 74085089, 71708903, 59998441, 52917486, 55564014, 47273200, 61737710, 52732145, 55895795, 57075956, 76849393, 75537651, 50269943, 43324156, 44873984, 71493889, 45382917, 74132742, 55049479, 52314376, 77437705, 60062997, 59867929, 77189914, 56804123, 64668956, 71123226, 64216867, 63235880, 75807536, 76413746, 70801726, 56585023, 58485567, 47257408, 61389632, 77209413, 52227910, 55672135, 76276549, 50911052, 51872592, 71153492, 77751125, 47735638, 40186711, 74957141, 72728922, 73044828, 74792286, 48461151, 61644641, 56386913, 39890785, 45059428, 64999781, 37117798, 43084137, 44174697, 49053033, 46694252, 70956910, 54998898, 48157558, 61071227, 51110780, 58771839, 61404032, 54284165, 64047493, 58884999, 64753035, 69914507, 44274062, 48333200, 77477266, 55837588, 51456408, 46875546, 75292060, 72843679, 54814113, 45047205, 51786661, 56304037, 49372585, 60268459, 72901551, 52517298, 51950002, 51625911, 52228023, 53499321, 59147705, 64463291, 48051644, 74868664, 49031102, 58162110, 72740279, 72601022, 52534212, 51734983, 59755464, 52993992, 54271943, 53003208, 48891854, 40948687, 50499536, 73504719, 51123667, 44890067, 61462485, 51046867, 76007384, 41374175, 64553952, 75507680, 74248163, 54001128, 42741738, 49683444, 50469878, 46883327}",249,"(('runpy', '_run_module_as_main'),)",https://stackoverflow.com/questions/62727751,https://stackoverflow.com/questions/71493889,https://stackoverflow.com/questions/44873984,https://stackoverflow.com/questions/48051644,https://stackoverflow.com/questions/73747034,subprocess invocation,,6,parallelization,93,8.00%
7,Tensorflow,"{76539392, 71771137, 75933698, 72244227, 77523972, 76574724, 75688452, 73359876, 72129543, 71843330, 70778370, 70220813, 73311759, 71080976, 76409362, 75566099, 76800020, 73277459, 73233940, 72488981, 70125586, 73814554, 72941082, 74040356, 70495270, 76162599, 77814314, 77351982, 70747183, 72655408, 75991601, 77367858, 74690609, 73430067, 70769715, 73168950, 75367991, 76042296, 72354873, 72122939, 71917627, 76084802, 72997955, 72857156, 73048646, 76496455, 76164679, 73676873, 71596616, 74813515, 70476358, 74552911, 71468114, 77029973, 73747034, 76217436, 73430621, 71900765, 72995426, 71294050, 72814184, 74530922, 71809642, 71022194, 77122676, 70205559, 75396216, 72859257, 73331326, 75913855, 71452801, 73689218, 73129092, 75687045, 74918536, 71710344, 76997258, 75499659, 75671181, 70314129, 74978459, 76520092, 75496093, 72973982, 72167070, 70950559, 70661279, 74344100, 72680100, 77131942, 73005224, 73929897, 73437866, 72545450, 74092204, 72294059, 72115887, 72987824, 76461745, 73275569, 77551796, 74074298, 74917051, 76304060, 74313916, 70158014, 74329793, 71586498, 76346563, 72166596, 71983299, 71459009, 70103750, 70554319, 71721681, 71514834, 73840343, 70914777, 72771292, 77411040, 74445537, 74289376, 74085089, 76751588, 72423651, 73621736, 72000745, 75989228, 72344302, 72180462, 75832048, 76849393, 77283067, 75857148, 73779975, 70103817, 70545677, 77840662, 77646617, 71123226, 70020891, 73418014, 76537631, 74834208, 71341856, 71141154, 71277859, 70537503, 70406438, 72965928, 77873455, 75807536, 76120369, 72046896, 72025906, 77065014, 76078392, 70801726, 77574466, 73310531, 73629508, 73422148, 73158470, 71986500, 71078218, 70144331, 74733394, 71153492, 74957141, 73756506, 72922459, 73044828, 72728922, 74792286, 71993692, 73383268, 76568933, 74964838, 72094569, 72011114, 70956910, 77852015, 72857973, 76618615, 76648312, 69863290, 77033857, 73758595, 77789579, 75337614, 73090447, 77477266, 74339733, 70453143, 74395032, 72008090, 70024091, 72843679, 72259489, 74904994, 74412965, 73294248, 76084138, 72420270, 72740279, 74868664, 69910971, 72601022, 73405375, 77017536, 75679681, 75472323, 77032900, 71786436, 77851079, 73504719, 74811346, 75848148, 76007384, 70637017, 71555548, 76522973, 74386909, 75507680, 74248163, 72763875, 73314277, 70321642, 71509486, 74607599, 77029365, 74063351, 74405887}",247,"(('training', 'run_step'),)",https://stackoverflow.com/questions/76042296,https://stackoverflow.com/questions/70914777,https://stackoverflow.com/questions/73840343,https://stackoverflow.com/questions/72843679,https://stackoverflow.com/questions/73048646,model training / learning,,7,Error handler,20,1.72%
8,Tensorflow,"{68239361, 42299394, 33622019, 63860741, 67399687, 64425992, 59707400, 73033742, 39446543, 59987987, 61063190, 60319768, 61992985, 74534936, 48148507, 43780123, 59232286, 35893278, 68388894, 38447137, 57948195, 66127907, 46118952, 51204138, 58751019, 55021614, 48035887, 56477744, 73158702, 46352435, 68851769, 57163835, 49899581, 49805375, 70090817, 57002050, 64045126, 62871624, 72255562, 57337931, 48982092, 59920461, 55205966, 60663887, 34750543, 55261260, 50382930, 51652690, 63600722, 59822162, 74213457, 59889754, 33644635, 63318110, 57673826, 54452322, 60637290, 64977003, 59240556, 53020781, 73324651, 36665460, 54442106, 60582012, 68704382, 50772096, 38557827, 52953219, 64233606, 50430086, 59461767, 62384265, 57503882, 68735112, 41746576, 59693201, 61737106, 47857811, 37402773, 77152406, 47257751, 76564629, 75448475, 63418534, 42678439, 54861998, 74850480, 43681969, 66719924, 72931509, 59711670, 41529526, 64618682, 59515069, 70279357, 60711103, 55175359, 59791553, 39835841, 56021185, 48421061, 42150087, 58513607, 49105096, 73683147, 33671372, 58742990, 77031631, 39196882, 53299410, 76910803, 56244438, 43819224, 58366169, 58683612, 70539486, 61933792, 51390692, 48636133, 37791973, 68397285, 67582181, 63105263, 51554543, 63447282, 41656564, 62294271, 49115391, 52666624, 48054531, 55077129, 40034570, 54075663, 45873424, 70537488, 75968786, 66070805, 74555672, 62013721, 63318302, 58808607, 67782942, 71971105, 60918054, 43942185, 77232428, 68509999, 43700528, 58210609, 67694895, 62898484, 40937783, 49275195, 43682108, 67834173, 51042626, 52828484, 46491974, 59584838, 68843846, 68942154, 59029836, 49975629, 67950924, 68313426, 37593427, 61172051, 50839892, 49781077, 73075027, 68970841, 52623706, 70588763, 60141916, 48060769, 73111906, 56424803, 54200676, 49090915, 50334054, 63877479, 63816038, 71358820, 62165354, 47544687, 71516530, 45275507, 55521652, 76816756, 76246530, 57985406, 58771839, 45920640, 52189567, 65155458, 47729029, 55912838, 77502854, 52218258, 43901332, 72901014, 42756503, 49490327, 43186585, 60395932, 75299230, 58143135, 43356578, 58968487, 45461927, 55200171, 58395061, 55685558, 71406007, 40479160, 55003577, 56285626, 57121209, 44210620, 64463291, 70963646, 57528770, 64782789, 43653575, 38644175, 49785298, 57334227, 72483283, 67099091, 70910422, 77556183, 44712420, 45122021, 66507238, 51491307, 53639660, 67764716, 53142006, 56326649, 53479930, 50801149, 39164414, 39956991, 66875901, 47266305, 51012098, 58817026, 71246340, 73691658, 47143435, 37120523, 50260495, 63767055, 64533007, 54200850, 39848466, 59042324, 57934357, 62679567, 67281424, 69069336, 48022041, 65991185, 35277339, 59757089, 60389922, 70136356, 59673125, 44737063, 64770600, 57537065, 71385641, 42273323, 49007149, 59658798, 58401327, 63736368, 64193072, 61569587, 43377203, 76245555, 46275127, 35953210, 40647226, 62472764, 62145084, 63767102, 60917250, 71471677, 64379457, 52761157, 44993098, 55648842, 54303308, 64053840, 51456594, 60453460, 76079700, 67342936, 61276762, 71907930, 50518622, 50379359, 68358751, 38922849, 45318755, 47231588, 50977379, 75272803, 45845095, 51528295, 42570344, 49468010, 58184299, 64832105, 61774445, 45638252, 68520553, 38650482, 43113076, 57918070, 51884666, 55214715, 54934138, 64002687, 55460484, 63070852, 71225991, 57696905, 77828746, 54200971, 61991563, 58530446, 54665872, 33868433, 49478290, 44685975, 74037912, 54932122, 57875101, 64684702, 49808042, 77691562, 59681453, 60144301, 46230191, 56992432, 58374833, 68805295, 72409779, 47323828, 64668346, 68772538, 52441790, 76534464, 67742402, 42767044, 43879119, 51337939, 62376660, 45726421, 68215509, 54084313, 37827290, 77447898, 67021530, 39881437, 74615519, 70587110, 49738472, 61463273, 52204265, 44989160, 67730159, 49093362, 35072754, 52353780, 57780983, 54024958, 67668737, 45357826, 64965379, 56271619, 59613957, 48739074, 44585735, 48290565, 55833353, 43105031, 61119240, 73433868, 69550853, 53261074, 51223320, 52032280, 45935386, 45998875, 50092826, 60719902, 52337439, 68625188, 72776494, 73796400, 73739056, 62311222, 57156410, 51311420, 74902333, 61389632, 69323587, 63152966, 44202825, 65977161, 50086731, 40223563, 45796177, 57133906, 56591186, 48208724, 59394902, 69305174, 43115352, 46736219, 63288163, 48386929, 68873075, 41218937, 44184443, 37004155, 60029821, 61156227, 44424068, 58884999, 44024712, 55389064, 42804103, 70968203, 53812109, 61100942, 73743245, 50015121, 52366226, 49757077, 43766679, 51471264, 43944871, 53328808, 42683307, 44686256, 60984241, 41927602, 60375985, 55071668, 56681399, 44485560, 34276280, 51848122, 62872507, 60681148, 63996864, 75633600, 46869446, 60005319, 45149129, 42746827, 42398672, 56523728, 64707539, 49081299, 64101333, 43721690, 58047454, 67587040, 48710625, 40500194, 45693922, 73782242, 46146535, 36862951, 60873706, 57355243, 52012012, 62622704, 61086705, 38579190, 45661178, 46220285, 70976510, 70151167, 76190721, 75537409, 63763459, 71095302, 35550219, 36807691, 43162639, 76684304, 64201745, 50361361, 58113043, 70839312, 55139349, 50586649, 59114521, 61137954, 59761699, 55690274, 44526626, 63464487, 49816616, 55196713, 56951853, 41323576, 45265977, 49636412, 61584446, 58829887, 65072191, 48075842, 38710339, 35972165, 48288839, 63276104, 56093768, 70120519, 63177804, 54453326, 33686607, 44287059, 64416859, 69160027, 53509213, 60871774, 48600160, 76336224, 62295138, 54166626, 62483557, 49591397, 56808552, 46441577, 59501673, 61881449, 60970093, 46369902, 73413744, 68811890, 72758387, 68533362, 56700022, 46838902, 52124792, 51121273, 55770234, 62745723, 64463996, 71292027, 53462143, 63376512, 61332608, 57207936, 62700675, 61013120, 67771525, 52604040, 60146825, 61502603, 40225932, 49093774, 48135310, 63102100, 52728981, 50476182, 46621847, 56689815, 51960985, 39908504, 45735071, 49446047, 59120804, 54508708, 63665316, 46326951, 67128487, 48231593, 72957098, 62022827, 63708332, 66372782, 73247922, 53449907, 72080563, 69250228, 41202870, 70216887, 56304825, 60277945, 35628221, 51360960, 60904644, 53966020, 65055947, 55481547, 60749006, 73819343, 52581584, 69178575, 50554074, 45716700, 38534364, 59919582, 50283741, 66315487, 45341924, 74263780, 51803371, 64339181, 59847919, 43367663, 57816305, 52544754, 59593972, 37240053, 41415926, 63878391, 64376058, 44289277, 40766718, 71134464, 41411846, 62735623, 49206536, 69852422, 65932550, 46779659, 66506000, 75529492, 60497173, 72207637, 44832023, 48483612, 48135452, 48479517, 49503518, 47074590, 60044577, 52229410, 46052639, 74945821, 49274151, 62428455, 51940652, 73317676, 57972019, 63458611, 54285619, 51344694, 70520120, 56415547, 50271548, 61214015, 59995456, 59372863, 60448067, 67732804, 74624325, 69854533, 37999944, 55549257, 74177865, 52356431, 57791826, 48479571, 77909331, 60937557, 62102870, 56032597, 44739928, 73885014, 72424794, 63309153, 64357732, 58582373, 70284645, 73737587, 51877242, 59487612, 43085180, 48428415, 49116544, 46957953, 65021316, 57372037, 69186951, 75861384, 55229836, 41008524, 69107085, 63479183, 44453264, 61121937, 55682452, 51449236, 57406870, 40576407, 60528022, 49182106, 47660443, 72093082, 55313828, 61693349, 56622503, 53562793, 43814315, 57890219, 44414381, 63573425, 49542577, 61926834, 42270132, 68320692, 61308343, 59145666, 44496325, 53353925, 69627333, 45393352, 48885193, 49245642, 51527115, 42925516, 44049869, 44973518, 75933136, 53620181, 41690582, 47175128, 49726936, 41065945, 51912155, 60026328, 54566365, 69694944, 62991842, 63139304, 38424041, 49604073, 50648558, 62787056, 42284528, 45008373, 57275893, 47652345, 67589627, 57042429, 56237566, 60694015, 71036415, 63753730, 44297731, 61812227, 51996163, 59921926, 61564421, 38639110, 41590281, 64658954, 40224267, 61867526, 75394573, 73010696, 62371343, 41061904, 52059663, 67786255, 64296467, 53028372, 67257877, 47255063, 56215065, 63217177, 60597787, 44369434, 66158107, 49399327, 55242271, 67694114, 47943207, 45964839, 65115693, 59231793, 63841842, 67425841, 55330356, 61810231, 62672440, 58361405, 64652861, 55307840, 62891586, 62727751, 58244683, 48737869, 47777358, 68783696, 51895891, 68599379, 72179285, 44064344, 54259288, 49073754, 77663834, 44858973, 64691806, 65076829, 73922142, 61007457, 36490849, 49040998, 55869031, 63254121, 41061994, 56311402, 44365418, 60370543, 50390640, 47816303, 57443955, 44863095, 54662775, 65146493, 75941504, 45090440, 61603465, 59999880, 75949704, 58424974, 45864593, 63305366, 49784472, 40105625, 60472986, 69176986, 66260637, 51771039, 67354277, 48869032, 50251435, 72318635, 68947630, 63063727, 57915055, 67735216, 60032690, 47357618, 50609845, 63432375, 74950330, 68845242, 54902461, 76750525, 38790852, 52428484, 53407432, 61773514, 33980109, 60999376, 77782736, 74585808, 52094675, 57841364, 48477909, 62725844, 44058327, 73408214, 72816341, 36159194, 60884699, 76926684, 55672542, 77168350, 42753762, 61169380, 56909540, 33656551, 56973032, 55133928, 64194283, 69383916, 61710061, 61071085, 55564014, 64130800, 65048304, 48838386, 57616114, 58357486, 68820725, 64646903, 67051255, 54787835, 45408000, 52412165, 56002315, 62332685, 64542483, 48097044, 63473428, 37048090, 43593499, 60946205, 76930847, 60182306, 44074787, 76582699, 55824175, 45702962, 60399413, 61929275, 55172923, 59645758, 58511167, 66305861, 50362185, 66295635, 48553812, 74960725, 54064982, 38299480, 53729113, 77604697, 54085474, 55467875, 64554852, 60983141, 68278115, 48246631, 44736360, 40961902, 63508337, 38150003, 62035828, 54910837, 52377462, 63094646, 77682551, 51865465, 64411513, 34418556, 60245886, 42393470, 49432451, 72138628, 66355075, 70700934, 63547272, 54749065, 55740298, 61648779, 50542476, 74993547, 69244810, 60075919, 64944018, 56410003, 52248467, 50118546, 64763798, 46851990, 59840411, 64515995, 45266845, 45897627, 47361956, 51593126, 62308262, 60268459, 53596076, 71792558, 46491568, 50257840, 51472307, 70528950, 53120951, 43634616, 47982521, 75524026, 57051067, 54523836, 55787452, 53741502, 51955647, 48934848, 64944065, 51451842, 41988036, 54271943, 63025100, 72318926, 77486031, 55013330, 61640660, 48848853, 55527383, 55472095, 62482404, 63715300, 47017958, 48984042, 72191979, 57374700, 72937452, 48480238, 44212207, 51623919, 66308078, 52359157, 76609526, 71143420}",2996,"(('__init__', 'module'),)",https://stackoverflow.com/questions/67694895,https://stackoverflow.com/questions/43721690,https://stackoverflow.com/questions/42398672,https://stackoverflow.com/questions/51593126,https://stackoverflow.com/questions/65115693,python basic syntax,,8,Function transformation,68,5.85%
